#
# contig_name	read_name
#
302_c2	507-9700000-9720000:10708:rev
302_c2	121-9700000-9720000:10234:fwd
302_c2	771-9700000-9720000:10110:fwd
302_c2	518-9700000-9720000:10539:rev
302_c2	240-9700000-9720000:10212:fwd
302_c2	33-9700000-9720000:10776:rev
302_c2	276-9700000-9720000:10777:rev
302_c2	238-9700000-9720000:10985:rev
302_c2	433-9700000-9720000:10529:fwd
302_c2	651-9700000-9720000:10438:fwd
302_c2	400-9700000-9720000:10751:rev
302_c2	451-9700000-9720000:10742:rev
302_c2	152-9700000-9720000:10830:rev
302_c2	132-9700000-9720000:10147:fwd
302_c2	452-9700000-9720000:10548:rev
302_c2	66-9700000-9720000:10560:fwd
302_c2	136-9700000-9720000:10381:fwd
302_c2	789-9700000-9720000:10266:fwd
302_c2	351-9700000-9720000:11083:rev
302_c2	573-9700000-9720000:12998:fwd
302_c2	116-9700000-9720000:13229:fwd
302_c2	95-9700000-9720000:13337:fwd
302_c2	784-9700000-9720000:13293:fwd
302_c2	716-9700000-9720000:13848:rev
302_c2	441-9700000-9720000:13374:fwd
302_c2	79-9700000-9720000:13378:fwd
302_c2	696-9700000-9720000:13477:fwd
302_c2	693-9700000-9720000:13475:fwd
302_c2	623-9700000-9720000:13483:fwd
302_c2	55-9700000-9720000:13483:fwd
302_c2	289-9700000-9720000:13908:rev
302_c2	551-9700000-9720000:13482:fwd
302_c2	746-9700000-9720000:13501:fwd
302_c2	715-9700000-9720000:13492:fwd
302_c2	21-9700000-9720000:13338:fwd
302_c3	60-9700000-9720000:10441:rev
302_c3	280-9700000-9720000:10392:rev
302_c3	456-9700000-9720000:9884:fwd
302_c3	266-9700000-9720000:9792:fwd
302_c3	35-9700000-9720000:10396:rev
302_c3	527-9700000-9720000:9947:fwd
302_c3	225-9700000-9720000:10224:rev
302_c3	411-9700000-9720000:10128:rev
302_c3	627-9700000-9720000:10230:rev
302_c3	604-9700000-9720000:9586:fwd
302_c3	499-9700000-9720000:10068:rev
302_c3	393-9700000-9720000:10065:rev
302_c3	800-9700000-9720000:9919:rev
302_c3	56-9700000-9720000:9900:rev
302_c3	303-9700000-9720000:9886:rev
302_c3	296-9700000-9720000:9839:rev
302_c3	332-9700000-9720000:10172:rev
302_c3	260-9700000-9720000:10158:rev
302_c3	197-9700000-9720000:10181:rev
302_c3	612-9700000-9720000:10189:rev
302_c3	286-9700000-9720000:9963:fwd
302_c3	686-9700000-9720000:9918:fwd
302_c3	145-9700000-9720000:9863:fwd
302_c3	530-9700000-9720000:10279:rev
302_c3	544-9700000-9720000:10386:rev
302_c3	723-9700000-9720000:10017:fwd
302_c3	307-9700000-9720000:9979:fwd
302_c3	725-9700000-9720000:10310:rev
302_c3	326-9700000-9720000:9543:fwd
302_c3	74-9700000-9720000:9385:fwd
302_c3	65-9700000-9720000:9211:fwd
302_c3	480-9700000-9720000:9221:fwd
302_c3	229-9700000-9720000:9579:rev
302_c3	466-9700000-9720000:9644:rev
302_c3	752-9700000-9720000:9053:fwd
302_c3	655-9700000-9720000:9494:rev
302_c3	71-9700000-9720000:9003:fwd
302_c3	568-9700000-9720000:8889:fwd
302_c3	147-9700000-9720000:9381:rev
302_c3	485-9700000-9720000:9390:rev
302_c3	373-9700000-9720000:9425:rev
302_c3	569-9700000-9720000:9483:rev
302_c3	410-9700000-9720000:9345:rev
302_c3	775-9700000-9720000:8770:fwd
302_c3	262-9700000-9720000:8725:fwd
302_c3	509-9700000-9720000:9218:rev
302_c3	309-9700000-9720000:8664:fwd
302_c3	364-9700000-9720000:8646:fwd
302_c3	232-9700000-9720000:9125:rev
302_c3	53-9700000-9720000:8625:fwd
302_c3	299-9700000-9720000:9083:rev
302_c3	675-9700000-9720000:9099:rev
302_c3	656-9700000-9720000:8650:fwd
302_c3	550-9700000-9720000:9169:rev
302_c3	175-9700000-9720000:9195:rev
302_c3	291-9700000-9720000:9166:rev
302_c3	636-9700000-9720000:8769:fwd
302_c3	321-9700000-9720000:9149:rev
302_c3	271-9700000-9720000:9221:rev
302_c3	779-9700000-9720000:9289:rev
302_c3	658-9700000-9720000:9222:rev
302_c3	293-9700000-9720000:8839:fwd
302_c3	430-9700000-9720000:9261:rev
302_c3	216-9700000-9720000:8538:fwd
302_c3	362-9700000-9720000:8963:rev
302_c3	546-9700000-9720000:9379:rev
302_c3	7-9700000-9720000:9024:fwd
302_c3	790-9700000-9720000:8429:fwd
302_c3	564-9700000-9720000:8871:rev
302_c3	471-9700000-9720000:8389:fwd
302_c3	475-9700000-9720000:8323:fwd
302_c3	186-9700000-9720000:8806:rev
302_c3	653-9700000-9720000:8207:fwd
302_c3	11-9700000-9720000:8180:fwd
302_c3	740-9700000-9720000:8223:fwd
302_c3	688-9700000-9720000:8208:fwd
302_c3	759-9700000-9720000:8718:rev
302_c3	244-9700000-9720000:8668:rev
302_c3	32-9700000-9720000:8092:fwd
302_c3	48-9700000-9720000:8092:fwd
302_c3	641-9700000-9720000:8153:fwd
302_c3	690-9700000-9720000:8559:rev
302_c3	392-9700000-9720000:8732:rev
302_c3	648-9700000-9720000:8751:rev
302_c3	502-9700000-9720000:8801:rev
302_c3	717-9700000-9720000:8138:fwd
302_c3	611-9700000-9720000:8483:rev
302_c3	523-9700000-9720000:8345:rev
302_c3	607-9700000-9720000:8332:rev
302_c3	42-9700000-9720000:7733:fwd
302_c3	220-9700000-9720000:7650:fwd
302_c3	517-9700000-9720000:8108:rev
302_c3	630-9700000-9720000:7517:fwd
302_c3	317-9700000-9720000:8064:rev
302_c3	409-9700000-9720000:7929:rev
302_c3	522-9700000-9720000:7433:fwd
302_c3	747-9700000-9720000:7372:fwd
302_c3	603-9700000-9720000:7798:rev
302_c3	70-9700000-9720000:8133:rev
302_c3	394-9700000-9720000:7939:fwd
302_c3	78-9700000-9720000:8459:rev
302_c3	414-9700000-9720000:8306:rev
302_c3	131-9700000-9720000:8263:rev
302_c3	476-9700000-9720000:7785:rev
302_c3	384-9700000-9720000:7819:fwd
302_c3	511-9700000-9720000:7748:rev
302_c3	218-9700000-9720000:7649:fwd
302_c3	288-9700000-9720000:7715:rev
302_c3	352-9700000-9720000:7246:fwd
302_c3	709-9700000-9720000:7639:rev
302_c3	602-9700000-9720000:7100:fwd
302_c3	782-9700000-9720000:7089:fwd
302_c3	516-9700000-9720000:7065:fwd
302_c3	236-9700000-9720000:7461:rev
302_c3	305-9700000-9720000:6950:fwd
302_c3	760-9700000-9720000:6941:fwd
302_c3	543-9700000-9720000:6913:fwd
302_c3	684-9700000-9720000:6895:fwd
302_c3	185-9700000-9720000:7355:rev
302_c3	491-9700000-9720000:6873:fwd
302_c3	788-9700000-9720000:6839:fwd
302_c3	338-9700000-9720000:7287:rev
302_c3	391-9700000-9720000:6796:fwd
302_c3	59-9700000-9720000:7218:rev
302_c3	453-9700000-9720000:6736:fwd
302_c3	586-9700000-9720000:6690:fwd
302_c3	29-9700000-9720000:6704:fwd
302_c3	258-9700000-9720000:7152:rev
302_c3	583-9700000-9720000:6636:fwd
302_c3	223-9700000-9720000:6661:fwd
302_c3	113-9700000-9720000:6887:fwd
302_c3	284-9700000-9720000:7604:rev
302_c3	745-9700000-9720000:7173:fwd
302_c3	150-9700000-9720000:8469:fwd
302_c3	608-9700000-9720000:7804:rev
302_c3	691-9700000-9720000:7448:rev
302_c3	621-9700000-9720000:7926:fwd
302_c3	160-9700000-9720000:8036:rev
302_c3	190-9700000-9720000:8973:rev
302_c3	316-9700000-9720000:8245:rev
302_c3	494-9700000-9720000:6629:fwd
302_c3	584-9700000-9720000:6522:fwd
302_c3	710-9700000-9720000:6946:rev
302_c3	547-9700000-9720000:6469:fwd
302_c3	515-9700000-9720000:6854:rev
302_c3	677-9700000-9720000:6334:fwd
302_c3	211-9700000-9720000:6307:fwd
302_c3	328-9700000-9720000:6760:rev
302_c3	173-9700000-9720000:6759:rev
302_c3	421-9700000-9720000:6682:rev
302_c3	327-9700000-9720000:6122:fwd
302_c3	114-9700000-9720000:6633:rev
302_c3	559-9700000-9720000:6578:rev
302_c3	209-9700000-9720000:6018:fwd
302_c3	695-9700000-9720000:6001:fwd
302_c3	358-9700000-9720000:6414:rev
302_c3	733-9700000-9720000:6470:rev
302_c3	488-9700000-9720000:5833:fwd
302_c3	215-9700000-9720000:6000:fwd
302_c3	141-9700000-9720000:6663:rev
302_c3	671-9700000-9720000:6217:fwd
302_c3	255-9700000-9720000:6407:rev
302_c3	407-9700000-9720000:6042:fwd
302_c3	130-9700000-9720000:6829:rev
302_c3	133-9700000-9720000:6343:fwd
302_c3	189-9700000-9720000:9781:rev
302_c4	205-9700000-9720000:2146:rev
302_c4	87-9700000-9720000:2168:rev
302_c4	535-9700000-9720000:2137:rev
302_c4	578-9700000-9720000:2168:rev
302_c4	401-9700000-9720000:1725:fwd
302_c4	635-9700000-9720000:2207:rev
302_c4	799-9700000-9720000:2261:rev
302_c4	167-9700000-9720000:2295:rev
302_c4	786-9700000-9720000:2354:rev
302_c4	549-9700000-9720000:1780:fwd
302_c4	80-9700000-9720000:1528:fwd
302_c4	663-9700000-9720000:2053:rev
302_c4	251-9700000-9720000:1470:fwd
302_c4	295-9700000-9720000:1980:rev
302_c4	537-9700000-9720000:1435:fwd
302_c4	13-9700000-9720000:1832:rev
302_c4	620-9700000-9720000:1322:fwd
302_c4	674-9700000-9720000:1429:fwd
302_c4	796-9700000-9720000:1307:fwd
302_c4	93-9700000-9720000:1736:fwd
302_c4	241-9700000-9720000:1387:fwd
302_c4	230-9700000-9720000:1234:fwd
302_c4	174-9700000-9720000:1566:rev
302_c4	685-9700000-9720000:1000:fwd
302_c4	609-9700000-9720000:1065:fwd
302_c4	40-9700000-9720000:975:fwd
302_c4	353-9700000-9720000:1024:fwd
302_c4	437-9700000-9720000:935:fwd
302_c4	460-9700000-9720000:1048:fwd
302_c4	219-9700000-9720000:1936:rev
302_c4	83-9700000-9720000:2471:rev
302_c4	28-9700000-9720000:2375:rev
302_c4	256-9700000-9720000:2564:rev
302_c4	348-9700000-9720000:2117:fwd
302_c4	156-9700000-9720000:2131:fwd
302_c4	181-9700000-9720000:2656:rev
302_c4	342-9700000-9720000:2176:fwd
302_c4	322-9700000-9720000:2229:fwd
302_c4	159-9700000-9720000:2813:rev
302_c4	432-9700000-9720000:2344:fwd
302_c4	15-9700000-9720000:2861:rev
302_c4	380-9700000-9720000:2288:fwd
302_c4	104-9700000-9720000:2055:fwd
302_c4	162-9700000-9720000:856:fwd
302_c4	654-9700000-9720000:1580:rev
302_c4	105-9700000-9720000:1806:rev
302_c4	73-9700000-9720000:2031:fwd
302_c4	594-9700000-9720000:895:fwd
302_c4	442-9700000-9720000:2151:rev
302_c4	395-9700000-9720000:2306:rev
302_c4	683-9700000-9720000:2979:rev
302_c4	572-9700000-9720000:2482:fwd
302_c4	247-9700000-9720000:2488:fwd
302_c4	81-9700000-9720000:3101:rev
302_c4	521-9700000-9720000:3213:rev
302_c4	481-9700000-9720000:2606:fwd
302_c4	397-9700000-9720000:2767:fwd
302_c4	96-9700000-9720000:3165:rev
302_c4	297-9700000-9720000:2643:fwd
302_c4	772-9700000-9720000:3123:rev
302_c4	183-9700000-9720000:3256:rev
302_c4	168-9700000-9720000:4050:rev
302_c4	478-9700000-9720000:4130:rev
302_c4	614-9700000-9720000:3368:rev
302_c4	381-9700000-9720000:2905:fwd
302_c4	27-9700000-9720000:4237:rev
302_c4	447-9700000-9720000:3669:fwd
302_c4	593-9700000-9720000:3692:fwd
302_c4	700-9700000-9720000:4189:rev
302_c4	158-9700000-9720000:2975:fwd
302_c4	501-9700000-9720000:3054:fwd
302_c4	261-9700000-9720000:3041:fwd
302_c4	765-9700000-9720000:3717:fwd
302_c4	368-9700000-9720000:3081:fwd
302_c4	416-9700000-9720000:3021:fwd
302_c4	275-9700000-9720000:3563:rev
302_c4	744-9700000-9720000:3234:fwd
302_c4	367-9700000-9720000:3167:fwd
302_c4	754-9700000-9720000:3765:rev
302_c4	687-9700000-9720000:3212:fwd
302_c4	458-9700000-9720000:3643:rev
302_c4	23-9700000-9720000:3810:rev
302_c4	26-9700000-9720000:3341:fwd
302_c4	213-9700000-9720000:3410:fwd
302_c4	86-9700000-9720000:3892:rev
302_c4	427-9700000-9720000:3345:fwd
302_c4	531-9700000-9720000:3198:rev
302_c4	616-9700000-9720000:3487:fwd
302_c4	14-9700000-9720000:4138:rev
302_c4	372-9700000-9720000:3532:fwd
302_c4	493-9700000-9720000:3902:rev
302_c4	44-9700000-9720000:1211:fwd
302_c4	45-9700000-9720000:699:fwd
302_c4	697-9700000-9720000:1091:rev
302_c4	214-9700000-9720000:596:fwd
302_c4	645-9700000-9720000:1151:rev
302_c4	661-9700000-9720000:1144:rev
302_c4	454-9700000-9720000:706:fwd
302_c4	193-9700000-9720000:1049:rev
302_c4	619-9700000-9720000:1182:rev
302_c4	365-9700000-9720000:586:fwd
302_c4	582-9700000-9720000:1008:rev
302_c4	324-9700000-9720000:1016:rev
302_c4	335-9700000-9720000:514:fwd
302_c4	595-9700000-9720000:920:rev
302_c4	107-9700000-9720000:896:rev
302_c4	290-9700000-9720000:345:fwd
302_c4	379-9700000-9720000:320:fwd
302_c4	279-9700000-9720000:777:rev
302_c4	406-9700000-9720000:764:rev
302_c4	170-9700000-9720000:226:fwd
302_c4	450-9700000-9720000:701:rev
302_c4	487-9700000-9720000:755:rev
302_c4	217-9700000-9720000:343:fwd
302_c4	51-9700000-9720000:812:rev
302_c4	783-9700000-9720000:804:rev
302_c4	4-9700000-9720000:676:rev
302_c4	386-9700000-9720000:97:fwd
302_c4	682-9700000-9720000:546:rev
302_c4	310-9700000-9720000:567:rev
302_c4	210-9700000-9720000:575:rev
302_c4	267-9700000-9720000:383:rev
302_c4	634-9700000-9720000:438:rev
302_c4	538-9700000-9720000:460:rev
302_c4	465-9700000-9720000:276:rev
302_c4	423-9700000-9720000:264:rev
302_c4	561-9700000-9720000:468:rev
302_c4	36-9700000-9720000:104:fwd
302_c4	459-9700000-9720000:954:rev
302_c4	112-9700000-9720000:11:fwd
302_c4	419-9700000-9720000:484:rev
302_c5	756-9700000-9720000:15437:rev
302_c5	84-9700000-9720000:14824:fwd
302_c5	278-9700000-9720000:15454:rev
302_c5	371-9700000-9720000:15025:fwd
302_c5	246-9700000-9720000:15578:rev
302_c5	667-9700000-9720000:15515:rev
302_c5	526-9700000-9720000:15523:rev
302_c5	408-9700000-9720000:15381:rev
302_c5	306-9700000-9720000:14928:fwd
302_c5	591-9700000-9720000:15297:rev
302_c5	125-9700000-9720000:14678:fwd
302_c5	294-9700000-9720000:14558:fwd
302_c5	633-9700000-9720000:14630:fwd
302_c5	764-9700000-9720000:14611:fwd
302_c5	337-9700000-9720000:14678:fwd
302_c5	137-9700000-9720000:14847:fwd
302_c5	176-9700000-9720000:14785:fwd
302_c5	755-9700000-9720000:15191:rev
302_c5	590-9700000-9720000:15614:rev
302_c5	249-9700000-9720000:15149:fwd
302_c5	63-9700000-9720000:15653:rev
302_c5	792-9700000-9720000:15557:rev
302_c5	639-9700000-9720000:15601:rev
302_c5	274-9700000-9720000:14529:fwd
302_c5	344-9700000-9720000:14450:fwd
302_c5	632-9700000-9720000:14378:fwd
302_c5	443-9700000-9720000:14294:fwd
302_c5	194-9700000-9720000:14272:fwd
302_c5	111-9700000-9720000:14270:fwd
302_c5	422-9700000-9720000:14764:rev
302_c5	30-9700000-9720000:14681:rev
302_c5	781-9700000-9720000:14144:fwd
302_c5	557-9700000-9720000:14112:fwd
302_c5	596-9700000-9720000:14112:fwd
302_c5	254-9700000-9720000:14564:rev
302_c5	212-9700000-9720000:14533:rev
302_c5	711-9700000-9720000:14488:rev
302_c5	473-9700000-9720000:14430:rev
302_c5	668-9700000-9720000:14402:rev
302_c5	506-9700000-9720000:14478:rev
302_c5	513-9700000-9720000:14466:rev
302_c5	638-9700000-9720000:14409:rev
302_c5	791-9700000-9720000:13846:fwd
302_c5	138-9700000-9720000:13913:fwd
302_c5	250-9700000-9720000:14303:rev
302_c5	751-9700000-9720000:14284:rev
302_c5	462-9700000-9720000:14216:rev
302_c5	199-9700000-9720000:13726:fwd
302_c5	325-9700000-9720000:13647:fwd
302_c5	439-9700000-9720000:13680:fwd
302_c5	528-9700000-9720000:13595:fwd
302_c5	195-9700000-9720000:14156:rev
302_c5	313-9700000-9720000:14128:rev
302_c5	575-9700000-9720000:13783:fwd
302_c5	588-9700000-9720000:13798:fwd
302_c5	85-9700000-9720000:13952:fwd
302_c5	233-9700000-9720000:13970:fwd
302_c5	88-9700000-9720000:13943:fwd
302_c5	763-9700000-9720000:14422:rev
302_c5	22-9700000-9720000:14075:fwd
302_c5	425-9700000-9720000:14646:rev
302_c5	548-9700000-9720000:14320:fwd
302_c5	62-9700000-9720000:14819:rev
302_c5	184-9700000-9720000:14032:fwd
302_c5	283-9700000-9720000:14046:rev
302_c5	567-9700000-9720000:13420:fwd
302_c5	600-9700000-9720000:13380:fwd
302_c5	402-9700000-9720000:15045:fwd
302_c5	41-9700000-9720000:15299:rev
302_c5	110-9700000-9720000:15187:fwd
302_c5	486-9700000-9720000:15815:rev
302_c5	231-9700000-9720000:15365:fwd
302_c5	91-9700000-9720000:15382:fwd
302_c5	482-9700000-9720000:15969:rev
302_c5	221-9700000-9720000:15466:fwd
302_c5	177-9700000-9720000:15550:fwd
302_c5	227-9700000-9720000:16031:rev
302_c5	540-9700000-9720000:15650:fwd
302_c5	787-9700000-9720000:15716:fwd
302_c5	5-9700000-9720000:16289:rev
302_c5	694-9700000-9720000:15860:fwd
302_c5	794-9700000-9720000:16426:rev
302_c5	46-9700000-9720000:16341:rev
